Término|Nº occ esp|N(d,e)|N(d,e')|N(d',e)|Et|P(e,d)|P(d,e)|ICC
(None, 'carlos', 'younger')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
('de', '2011', '.')|1|1|1619|26|11|0.0006172839506172839|0.037037037037037035|0.08333333333333333|
(':', 'una', 'esperanza')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
('el', 'postaborto')|1|1|1619|6|5|0.0006172839506172839|0.14285714285714285|0.16666666666666666|
('en', 'la', 'argentina')|1|1|1619|409|37|0.0006172839506172839|0.0024390243902439024|0.02631578947368421|
('embarazo', 'ectópico', 'con')|1|1|1619|9|7|0.0006172839506172839|0.1|0.125|
('papel', 'del', 'urólogo')|1|1|1619|7|6|0.0006172839506172839|0.125|0.14285714285714285|
hijos|3|3|1617|431|31|0.001851851851851852|0.0069124423963133645|0.03125|
('el', 'siglo', 'xix')|1|1|1619|49|22|0.0006172839506172839|0.02|0.043478260869565216|
('espermáticas', 'en', 'el')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('1,090', 'embarazos')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
(None, '324')|2|2|1618|0|1|0.0012345679012345679|1.0|0.5|
('de', 'endometriosis', 'durante')|1|1|1619|4|5|0.0006172839506172839|0.2|0.16666666666666666|
('multifolicular', 'con')|1|1|1619|3|4|0.0006172839506172839|0.25|0.2|
('paises', 'seleccionados', 'entre')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('en', 'trabajadoras', 'sexuales')|1|1|1619|14|6|0.0006172839506172839|0.06666666666666667|0.14285714285714285|
('embrionaria', 'en', 'un')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('registro', 'de', 'las')|1|1|1619|26|13|0.0006172839506172839|0.037037037037037035|0.07142857142857142|
('ginecologia', ':', 'análisis')|1|1|1619|4|5|0.0006172839506172839|0.2|0.16666666666666666|
('lo', 'imaginario')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('protección', 'de', 'los')|1|1|1619|11|10|0.0006172839506172839|0.08333333333333333|0.09090909090909091|
('para', 'una', 'politica')|2|2|1618|3|3|0.0012345679012345679|0.4|0.25|
('responsabilidad', 'diagnóstica')|1|1|1619|5|6|0.0006172839506172839|0.16666666666666666|0.14285714285714285|
('de', '79', 'embarazos')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('una', 'lectura')|1|1|1619|8|7|0.0006172839506172839|0.1111111111111111|0.125|
('metodo', 'de')|1|1|1619|71|27|0.0006172839506172839|0.013888888888888888|0.03571428571428571|
(',', 'maternidad', 'a')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('de', 'especialidad')|1|1|1619|17|12|0.0006172839506172839|0.05555555555555555|0.07692307692307693|
(None, 'fundamentos', 'biomédicos')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('historia', 'del', 'periodismo')|4|3|1617|3|2|0.001851851851851852|0.5|0.3333333333333333|
('deseo', 'de')|2|2|1618|15|10|0.0012345679012345679|0.11764705882352941|0.09090909090909091|
('cirugías', 'en')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
('hydrochoerus', 'hydrochaeris', ')')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
('calidad', 'embrionaria', 'en')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('en', 'ascenso')|1|1|1619|5|4|0.0006172839506172839|0.16666666666666666|0.2|
personalidad|1|1|1619|357|30|0.0006172839506172839|0.002793296089385475|0.03225806451612903|
('facultad', 'de')|1|1|1619|119|33|0.0006172839506172839|0.008333333333333333|0.029411764705882353|
('cuerpo', ',', 'derechos')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('maya', 'que', 'sale')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('espermáticas', 'en')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
menopáusicas|1|1|1619|36|15|0.0006172839506172839|0.02702702702702703|0.0625|
(':', 'nuevo', 'concepto')|1|1|1619|6|6|0.0006172839506172839|0.14285714285714285|0.14285714285714285|
(',', 'chile', '1989')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('de', 'salud', 'de')|1|1|1619|937|40|0.0006172839506172839|0.0010660980810234541|0.024390243902439025|
(None, 'preparación')|1|1|1619|131|28|0.0006172839506172839|0.007575757575757576|0.034482758620689655|
terapéutico|1|1|1619|1531|44|0.0006172839506172839|0.0006527415143603133|0.022222222222222223|
varios|1|1|1619|97|33|0.0006172839506172839|0.01020408163265306|0.029411764705882353|
('quimiotaxis', 'y', 'quimiocinesis')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('la', 'histerosalpingografía', 'radioisotópica')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
('vida', 'en', 'la')|1|1|1619|98|25|0.0006172839506172839|0.010101010101010102|0.038461538461538464|
('su', 'duracion')|1|1|1619|3|3|0.0006172839506172839|0.25|0.25|
('fertilización', 'asistida', '(')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
inyección|10|9|1611|335|41|0.005555555555555556|0.02616279069767442|0.023809523809523808|
('y', 'derechos', '.')|1|1|1619|4|5|0.0006172839506172839|0.2|0.16666666666666666|
('del', 'antígeno')|1|1|1619|373|31|0.0006172839506172839|0.00267379679144385|0.03125|
('para', 'retrasar', 'la')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
('la', 'esterilización', 'de')|3|3|1617|11|4|0.001851851851851852|0.21428571428571427|0.2|
('al', 'control', 'de')|1|1|1619|32|11|0.0006172839506172839|0.030303030303030304|0.08333333333333333|
('giner', '(', '1888-1957')|2|2|1618|2|2|0.0012345679012345679|0.5|0.3333333333333333|
('clínico', 'fase')|1|1|1619|7|8|0.0006172839506172839|0.125|0.1111111111111111|
('límites', 'jurídicos')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
('de', 'grupos', 'sh')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('norte', '(', 'provincia')|1|1|1619|3|4|0.0006172839506172839|0.25|0.2|
peque|1|1|1619|16|14|0.0006172839506172839|0.058823529411764705|0.06666666666666667|
('anticoncepción', 'en', 'argentina')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('trombospondina-1', 'en')|1|1|1619|4|5|0.0006172839506172839|0.2|0.16666666666666666|
('la', 'gestión')|1|1|1619|210|33|0.0006172839506172839|0.004739336492890996|0.029411764705882353|
('anticonceptivos', 'durante')|3|3|1617|6|5|0.001851851851851852|0.3333333333333333|0.16666666666666666|
('tropical', '--')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('en', 'barcelona', 'en')|1|1|1619|6|6|0.0006172839506172839|0.14285714285714285|0.14285714285714285|
('debates', 'morales', 'de')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
('como', 'tocolítico', '.')|1|1|1619|4|5|0.0006172839506172839|0.2|0.16666666666666666|
('investigación', 'básica', 'en')|1|1|1619|19|15|0.0006172839506172839|0.05|0.0625|
(None, 'percepción')|2|2|1618|371|37|0.0012345679012345679|0.005361930294906166|0.02631578947368421|
('los', 'hombres', 'piden')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('años', 'después', 'de')|1|1|1619|72|28|0.0006172839506172839|0.0136986301369863|0.034482758620689655|
('patologia', 'cervical')|1|1|1619|18|8|0.0006172839506172839|0.05263157894736842|0.1111111111111111|
('7', '.')|1|1|1619|15|13|0.0006172839506172839|0.0625|0.07142857142857142|
('favorables', 'de')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('renacentista', ',', 'hasta')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
vulnerable|1|1|1619|39|19|0.0006172839506172839|0.025|0.05|
(None, 'técnicas', 'de')|2|2|1618|194|37|0.0012345679012345679|0.01020408163265306|0.02631578947368421|
('de', 'la', 'obtención')|1|1|1619|9|7|0.0006172839506172839|0.1|0.125|
('respuesta', 'inicial', 'de')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('durante', 'el', 'postparto')|1|1|1619|9|8|0.0006172839506172839|0.1|0.1111111111111111|
('rurales', 'y', 'la')|1|1|1619|5|6|0.0006172839506172839|0.16666666666666666|0.14285714285714285|
('procesos', 'de')|2|2|1618|91|30|0.0012345679012345679|0.021505376344086023|0.03225806451612903|
('adolescente', ':', 'conflicto')|1|1|1619|3|4|0.0006172839506172839|0.25|0.2|
(')', '-k+')|1|1|1619|5|6|0.0006172839506172839|0.16666666666666666|0.14285714285714285|
('caso', 's.h')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
obstrucción|1|1|1619|773|43|0.0006172839506172839|0.0012919896640826874|0.022727272727272728|
('reumatoide', '.')|1|1|1619|431|36|0.0006172839506172839|0.0023148148148148147|0.02702702702702703|
('múltiples', 'y', 'sus')|1|1|1619|5|5|0.0006172839506172839|0.16666666666666666|0.16666666666666666|
('reconstructiva', 'pieloureteral')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('para', 'valorar')|1|1|1619|134|29|0.0006172839506172839|0.007407407407407408|0.03333333333333333|
treinta|3|3|1617|183|36|0.001851851851851852|0.016129032258064516|0.02702702702702703|
(None, 'internet', ':')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('de', 'ejercicio', 'legítimo')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('roentgenestimulacion', 'ovárica')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('of', 'urology', 'para')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('papaverina', 'fentolamina')|1|1|1619|3|4|0.0006172839506172839|0.25|0.2|
('en', 'sexualidad')|1|1|1619|5|3|0.0006172839506172839|0.16666666666666666|0.25|
metaanálisis|1|1|1619|362|40|0.0006172839506172839|0.0027548209366391185|0.024390243902439025|
ipss|1|1|1619|17|8|0.0006172839506172839|0.05555555555555555|0.1111111111111111|
('y', 'contracepcion')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('específico', '(', 'psa')|1|1|1619|28|10|0.0006172839506172839|0.034482758620689655|0.09090909090909091|
('la', 'investigación', 'básica')|1|1|1619|28|20|0.0006172839506172839|0.034482758620689655|0.047619047619047616|
('al', 'método', 'de')|1|1|1619|11|9|0.0006172839506172839|0.08333333333333333|0.1|
(None, 'cuarenta', 'años')|1|1|1619|17|16|0.0006172839506172839|0.05555555555555555|0.058823529411764705|
siete|3|3|1617|457|41|0.001851851851851852|0.006521739130434782|0.023809523809523808|
('mujeres', 'pre')|1|1|1619|20|11|0.0006172839506172839|0.047619047619047616|0.08333333333333333|
('transmisión', 'del', 'vih')|2|2|1618|41|13|0.0012345679012345679|0.046511627906976744|0.07142857142857142|
('icsi', ')', '.')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('mayor', ',')|1|1|1619|18|11|0.0006172839506172839|0.05263157894736842|0.08333333333333333|
('regular', 'la')|1|1|1619|11|9|0.0006172839506172839|0.08333333333333333|0.1|
('biojurídicos', '.')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('percepciones', '.', None)|1|1|1619|4|3|0.0006172839506172839|0.2|0.25|
('de', 'papanicolaou')|1|1|1619|64|16|0.0006172839506172839|0.015384615384615385|0.058823529411764705|
('15', 'de')|1|1|1619|34|14|0.0006172839506172839|0.02857142857142857|0.06666666666666667|
('urealyticum', 'en')|1|1|1619|26|12|0.0006172839506172839|0.037037037037037035|0.07692307692307693|
('medellin', ',')|1|1|1619|8|5|0.0006172839506172839|0.1111111111111111|0.16666666666666666|
('seguro', 'social', 'de')|1|1|1619|27|12|0.0006172839506172839|0.03571428571428571|0.07692307692307693|
('consecuencias', 'para')|1|1|1619|23|13|0.0006172839506172839|0.041666666666666664|0.07142857142857142|
('y', 'morfologicos')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
(None, None, 'marco')|1|1|1619|18|11|0.0006172839506172839|0.05263157894736842|0.08333333333333333|
('con', 'pge1', 'en')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('en', 'entamoeba')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
('historia', 'reproductiva')|1|1|1619|8|7|0.0006172839506172839|0.1111111111111111|0.125|
("''", 'en', 'las')|1|1|1619|35|17|0.0006172839506172839|0.027777777777777776|0.05555555555555555|
('histolytica', '.')|1|1|1619|85|18|0.0006172839506172839|0.011627906976744186|0.05263157894736842|
('(', 'vertical')|1|1|1619|6|7|0.0006172839506172839|0.14285714285714285|0.125|
('cervical', '.')|2|2|1618|544|39|0.0012345679012345679|0.003663003663003663|0.025|
('su', '25')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
('de', 'insulina', 'en')|1|1|1619|84|23|0.0006172839506172839|0.011764705882352941|0.041666666666666664|
('del', 'preservativo')|1|1|1619|10|6|0.0006172839506172839|0.09090909090909091|0.14285714285714285|
('nefrolitectomía', 'percutánea', 'en')|1|1|1619|3|4|0.0006172839506172839|0.25|0.2|
('sobre', 'poblacion', 'y')|1|1|1619|4|3|0.0006172839506172839|0.2|0.25|
('producción', 'animal')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('vejiga', 'hiperactiva', 'en')|1|1|1619|53|13|0.0006172839506172839|0.018518518518518517|0.07142857142857142|
('factores', 'que')|3|3|1617|543|41|0.001851851851851852|0.005494505494505495|0.023809523809523808|
('de', 'ejercicio')|1|1|1619|177|25|0.0006172839506172839|0.0056179775280898875|0.038461538461538464|
(None, 'idiosincrasia', 'de')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
colonización|1|1|1619|260|29|0.0006172839506172839|0.0038314176245210726|0.03333333333333333|
('y', 'limitacion')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('de', 'género', 'y')|1|1|1619|24|6|0.0006172839506172839|0.04|0.14285714285714285|
('apices', 'meristematicos', 'de')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
propiedad|1|1|1619|15|9|0.0006172839506172839|0.0625|0.1|
('tras', 'cirugía')|1|1|1619|397|37|0.0006172839506172839|0.002512562814070352|0.02631578947368421|
('conservador', 'del')|2|2|1618|86|22|0.0012345679012345679|0.022727272727272728|0.043478260869565216|
('estradiol', 'en', 'inyeccion')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('que', 'previene', 'la')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
('por', 'servicios')|1|1|1619|7|5|0.0006172839506172839|0.125|0.16666666666666666|
('investigacion', 'actual', 'para')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('analisis', 'comparativo', 'con')|1|1|1619|3|3|0.0006172839506172839|0.25|0.25|
('cobalto60', '.', None)|1|1|1619|6|7|0.0006172839506172839|0.14285714285714285|0.125|
('masculinidad', 'y')|1|1|1619|4|3|0.0006172839506172839|0.2|0.25|
folicular|10|10|1610|134|24|0.006172839506172839|0.06944444444444445|0.04|
('rigidez', 'peneana', 'nocturna')|1|1|1619|6|6|0.0006172839506172839|0.14285714285714285|0.14285714285714285|
('en', 'el', 'laboratorio')|2|2|1618|101|29|0.0012345679012345679|0.019417475728155338|0.03333333333333333|
('mancha', '.', None)|1|1|1619|75|22|0.0006172839506172839|0.013157894736842105|0.043478260869565216|
('magisterio', 'del', 'profesor')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
(None, 'clonación', 'terapéutica')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('a', 'una', 'controlada')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('propuestas', 'de', 'adaptación')|1|1|1619|2|2|0.0006172839506172839|0.3333333333333333|0.3333333333333333|
('de', 'servicio', 'de')|1|1|1619|26|10|0.0006172839506172839|0.037037037037037035|0.09090909090909091|
('(', '+')|2|2|1618|50|22|0.0012345679012345679|0.038461538461538464|0.043478260869565216|
('sida', '..')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
('literatura', 'mexicana', '.')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('en', 'adolescentes', 'solteras')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('que', 'el')|3|3|1617|115|30|0.001851851851851852|0.025423728813559324|0.03225806451612903|
('en', 'investigaciones')|1|1|1619|15|10|0.0006172839506172839|0.0625|0.09090909090909091|
van|1|1|1619|103|27|0.0006172839506172839|0.009615384615384616|0.03571428571428571|
('de', 'tratamientos')|2|2|1618|78|26|0.0012345679012345679|0.025|0.037037037037037035|
('nuevo', 'siglo', '.')|1|1|1619|11|9|0.0006172839506172839|0.08333333333333333|0.1|
('jefe', 'del')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
('en', 'instituciones')|1|1|1619|71|21|0.0006172839506172839|0.013888888888888888|0.045454545454545456|
('incidencia', 'y', 'prevalencia')|1|1|1619|70|18|0.0006172839506172839|0.014084507042253521|0.05263157894736842|
('adiposo', 'y', 'los')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('gift', ')', '.')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('intestinoplastias', '.', None)|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
('múltiples', 'en', 'tratamientos')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
(None, 'instituto')|1|1|1619|56|25|0.0006172839506172839|0.017543859649122806|0.038461538461538464|
('femenina', 'por')|1|1|1619|25|9|0.0006172839506172839|0.038461538461538464|0.1|
predispone|1|1|1619|5|6|0.0006172839506172839|0.16666666666666666|0.14285714285714285|
('factores', 'de', 'expulsión')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('las', 'donantes')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
('una', 'patología', 'de')|1|1|1619|5|5|0.0006172839506172839|0.16666666666666666|0.16666666666666666|
aplicado|1|1|1619|140|33|0.0006172839506172839|0.0070921985815602835|0.029411764705882353|
('protocolo', 'de')|2|2|1618|730|46|0.0012345679012345679|0.00273224043715847|0.02127659574468085|
fosa|1|1|1619|201|29|0.0006172839506172839|0.0049504950495049506|0.03333333333333333|
('modelos', 'inanimados')|1|1|1619|3|4|0.0006172839506172839|0.25|0.2|
corrección|1|1|1619|575|39|0.0006172839506172839|0.001736111111111111|0.025|
actuales|6|6|1614|1492|47|0.003703703703703704|0.004005340453938585|0.020833333333333332|
('consideraciones', 'sobre', 'la')|1|1|1619|431|44|0.0006172839506172839|0.0023148148148148147|0.022222222222222223|
('analisis', 'de', 'las')|1|1|1619|30|12|0.0006172839506172839|0.03225806451612903|0.07692307692307693|
('social', 'del')|3|3|1617|62|25|0.001851851851851852|0.046153846153846156|0.038461538461538464|
('fusión', 'gamética', 'y')|2|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
('la', 'asignatura', 'urología')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
anovulador|1|1|1619|15|4|0.0006172839506172839|0.0625|0.2|
('la', 'biotecnología')|2|2|1618|13|10|0.0012345679012345679|0.13333333333333333|0.09090909090909091|
('carbetocina', 'para', 'prevenir')|1|1|1619|5|6|0.0006172839506172839|0.16666666666666666|0.14285714285714285|
('evaluación', 'de')|24|24|1596|5316|50|0.014814814814814815|0.0044943820224719105|0.0196078431372549|
('urología', '.', None)|79|78|1542|332|27|0.04814814814814815|0.1902439024390244|0.03571428571428571|
la|1196|808|812|203486|51|0.49876543209876545|0.00395508433923659|0.019230769230769232|
('la', 'italiana', 'que')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
('tabrap/converse', '.', None)|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
('percutáneo', 'guiado', 'por')|1|1|1619|13|8|0.0006172839506172839|0.07142857142857142|0.1111111111111111|
('personaje', 'de')|1|1|1619|3|4|0.0006172839506172839|0.25|0.2|
hydrochoerus|1|1|1619|5|4|0.0006172839506172839|0.16666666666666666|0.2|
('de', 'microcirugía', '.')|1|1|1619|3|4|0.0006172839506172839|0.25|0.2|
('los', 'primeros')|3|3|1617|342|39|0.001851851851851852|0.008695652173913044|0.025|
(None, 'detección')|2|2|1618|1871|43|0.0012345679012345679|0.0010678056593699946|0.022727272727272728|
('madres', 'y')|1|1|1619|82|14|0.0006172839506172839|0.012048192771084338|0.06666666666666667|
('anticoncepcion', 'en', 'la')|2|2|1618|1|2|0.0012345679012345679|0.6666666666666666|0.3333333333333333|
('biomédicos', 'en', 'la')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
('progreso', 'de', 'la')|1|1|1619|18|14|0.0006172839506172839|0.05263157894736842|0.06666666666666667|
('actitudes', 'hacia')|1|1|1619|68|18|0.0006172839506172839|0.014492753623188406|0.05263157894736842|
('moderna', '.', None)|1|1|1619|70|27|0.0006172839506172839|0.014084507042253521|0.03571428571428571|
('sobre', 'algunas', 'posibilidades')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('obtener', 'la')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
