Término|Nº occ esp|N(d,e)|N(d,e')|N(d',e)|Et|P(e,d)|P(d,e)|ICC
('epitelial', ':', 'c')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
('mortalidad', 'postoperatoria')|1|1|292|48|17|0.0034129692832764505|0.02040816326530612|0.05555555555555555|
niño|1|1|292|2508|48|0.0034129692832764505|0.00039856516540454366|0.02040816326530612|
('ecografía', 'fetal', 'en')|1|1|292|5|6|0.0034129692832764505|0.16666666666666666|0.14285714285714285|
bogotá|1|1|292|565|37|0.0034129692832764505|0.0017667844522968198|0.02631578947368421|
articulación|1|1|292|122|22|0.0034129692832764505|0.008130081300813009|0.043478260869565216|
('hidroelectrolítico', 'en', 'cirugía')|1|1|292|1|2|0.0034129692832764505|0.5|0.3333333333333333|
('de', 'lift', 'para')|1|1|292|4|5|0.0034129692832764505|0.2|0.16666666666666666|
('cirugía', 'colorrectal', 'urgente')|1|1|292|1|2|0.0034129692832764505|0.5|0.3333333333333333|
('neoplasias', 'del')|1|1|292|92|17|0.0034129692832764505|0.010752688172043012|0.05555555555555555|
(None, 'cambios')|1|1|292|1070|46|0.0034129692832764505|0.0009337068160597573|0.02127659574468085|
('patología', 'anorrectal', 'aguda')|1|1|292|4|5|0.0034129692832764505|0.2|0.16666666666666666|
('mediante', 'arpón', 'de')|1|1|292|7|8|0.0034129692832764505|0.125|0.1111111111111111|
('controlado', '.', None)|1|1|292|114|33|0.0034129692832764505|0.008695652173913044|0.029411764705882353|
('eortc', 'qlq-c30')|1|1|292|5|6|0.0034129692832764505|0.16666666666666666|0.14285714285714285|
sarcomas|1|1|292|166|26|0.0034129692832764505|0.005988023952095809|0.037037037037037035|
('para', 'la', 'cirugía')|1|1|292|94|22|0.0034129692832764505|0.010526315789473684|0.043478260869565216|
('suelo', 'pélvico', '.')|1|1|292|28|12|0.0034129692832764505|0.034482758620689655|0.07692307692307693|
('cirugía', 'colorrectal', 'en')|1|1|292|6|7|0.0034129692832764505|0.14285714285714285|0.125|
('precoz', 'por')|1|1|292|26|14|0.0034129692832764505|0.037037037037037035|0.06666666666666667|
the|1|1|292|201|39|0.0034129692832764505|0.0049504950495049506|0.025|
('la', 'curva')|1|1|292|140|33|0.0034129692832764505|0.0070921985815602835|0.029411764705882353|
('de', 'la', 'laparotomía')|1|1|292|11|9|0.0034129692832764505|0.08333333333333333|0.1|
('notas', 'de', 'proctologäa')|9|9|284|14|7|0.030716723549488054|0.391304347826087|0.125|
('es', 'necesario', 'de')|1|1|292|1|2|0.0034129692832764505|0.5|0.3333333333333333|
('fístula', 'anastomótica')|1|1|292|3|4|0.0034129692832764505|0.25|0.2|
('la', 'oftalmología')|1|1|292|85|11|0.0034129692832764505|0.011627906976744186|0.08333333333333333|
('confort', 'preoperatorio', 'y')|1|1|292|6|7|0.0034129692832764505|0.14285714285714285|0.125|
('única', 'preoperatoria', 'de')|1|1|292|3|4|0.0034129692832764505|0.25|0.2|
('?', None, None)|15|15|278|14491|51|0.051194539249146756|0.0010340548738453053|0.019230769230769232|
('cierre', 'del', 'estoma')|1|1|292|1|2|0.0034129692832764505|0.5|0.3333333333333333|
('hepáticas', 'de')|1|1|292|89|15|0.0034129692832764505|0.011111111111111112|0.0625|
('transcanal', '.', None)|1|1|292|3|4|0.0034129692832764505|0.25|0.2|
regional|1|1|292|866|44|0.0034129692832764505|0.0011534025374855825|0.022222222222222223|
('condropericóndricas', 'en', 'la')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
(None, None, 'nueve')|1|1|292|25|14|0.0034129692832764505|0.038461538461538464|0.06666666666666667|
('william', 'ernest', 'miles')|1|1|292|0|1|0.0034129692832764505|1.0|0.5|
('resección', 'rectal', '.')|1|1|292|7|6|0.0034129692832764505|0.125|0.14285714285714285|
('médico-quirúrgico', 'de')|1|1|292|12|8|0.0034129692832764505|0.07692307692307693|0.1111111111111111|
('laparoscópica', 'en', 'el')|1|1|292|125|21|0.0034129692832764505|0.007936507936507936|0.045454545454545456|
('cérvico-uterino', '.', None)|1|1|292|68|16|0.0034129692832764505|0.014492753623188406|0.058823529411764705|
('asociados', 'a', 'estancia')|1|1|292|9|9|0.0034129692832764505|0.1|0.1|
('enfermedades', 'anorrectales')|2|2|291|6|6|0.006825938566552901|0.25|0.14285714285714285|
('mediante', 'un')|1|1|292|237|38|0.0034129692832764505|0.004201680672268907|0.02564102564102564|
(',', 'metaanálisis')|1|1|292|9|6|0.0034129692832764505|0.1|0.14285714285714285|
nada|2|1|292|22|15|0.0034129692832764505|0.043478260869565216|0.0625|
('de', 'un', 'instituto')|1|1|292|16|10|0.0034129692832764505|0.058823529411764705|0.09090909090909091|
('entre', 'el', 'colon')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
('posterior', 'de', 'york')|1|1|292|5|6|0.0034129692832764505|0.16666666666666666|0.14285714285714285|
manual|1|1|292|155|38|0.0034129692832764505|0.00641025641025641|0.02564102564102564|
('especialidades', 'oncológicas', '.')|1|1|292|3|3|0.0034129692832764505|0.25|0.25|
('parte', '.')|1|1|292|166|32|0.0034129692832764505|0.005988023952095809|0.030303030303030304|
evaluación|4|4|289|10236|50|0.013651877133105802|0.000390625|0.0196078431372549|
('bevacizumab', '.', None)|1|1|292|13|7|0.0034129692832764505|0.07142857142857142|0.125|
mediante|7|7|286|7216|51|0.023890784982935155|0.0009691264017721168|0.019230769230769232|
('primera', 'parte', '.')|1|1|292|43|21|0.0034129692832764505|0.022727272727272728|0.045454545454545456|
('principal', 'factor')|1|1|292|21|13|0.0034129692832764505|0.045454545454545456|0.07142857142857142|
('a', 'un', 'año')|1|1|292|114|28|0.0034129692832764505|0.008695652173913044|0.034482758620689655|
(None, 'los')|1|1|292|2797|50|0.0034129692832764505|0.00035739814152966406|0.0196078431372549|
('(', 'colpo')|1|1|292|5|6|0.0034129692832764505|0.16666666666666666|0.14285714285714285|
('del', 'traumatismo')|1|1|292|193|27|0.0034129692832764505|0.005154639175257732|0.03571428571428571|
('recidiva', 'locorregional', 'del')|2|2|291|6|5|0.006825938566552901|0.25|0.16666666666666666|
('la', 'articulación', 'trapeciometacarpiana')|1|1|292|11|9|0.0034129692832764505|0.08333333333333333|0.1|
('tecnologías', 'en', 'formación')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
dirigida|1|1|292|183|31|0.0034129692832764505|0.005434782608695652|0.03125|
pancreático|1|1|292|162|22|0.0034129692832764505|0.006134969325153374|0.043478260869565216|
('ortognática', 'del')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
('recurrencia', 'axilar')|1|1|292|15|9|0.0034129692832764505|0.0625|0.1|
('especialistas', 'oncólogos', 'en')|1|1|292|5|6|0.0034129692832764505|0.16666666666666666|0.14285714285714285|
('estoma', 'derivativo', 'en')|1|1|292|1|2|0.0034129692832764505|0.5|0.3333333333333333|
('operación', 'de')|1|1|292|456|28|0.0034129692832764505|0.002188183807439825|0.034482758620689655|
(None, 'localización')|1|1|292|236|30|0.0034129692832764505|0.004219409282700422|0.03225806451612903|
('recto', 'en', 'una')|1|1|292|5|6|0.0034129692832764505|0.16666666666666666|0.14285714285714285|
maxilofacial|1|1|292|86|21|0.0034129692832764505|0.011494252873563218|0.045454545454545456|
('evaluación', 'clínica', 'de')|1|1|292|107|29|0.0034129692832764505|0.009259259259259259|0.03333333333333333|
('de', 'enero', 'de')|1|1|292|15|11|0.0034129692832764505|0.0625|0.08333333333333333|
('o', 'imprescindible', 'la')|1|1|292|1|2|0.0034129692832764505|0.5|0.3333333333333333|
('factor', 'de')|2|2|291|1507|44|0.006825938566552901|0.0013253810470510272|0.022222222222222223|
('con', 'placas', 'absorbibles')|1|1|292|6|4|0.0034129692832764505|0.14285714285714285|0.2|
costumbre|1|1|292|9|8|0.0034129692832764505|0.1|0.1111111111111111|
scelta|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
('y', 'drenajes')|1|1|292|7|5|0.0034129692832764505|0.125|0.16666666666666666|
('indices', 'pronósticos', 'de')|1|1|292|5|6|0.0034129692832764505|0.16666666666666666|0.14285714285714285|
('memoriam', '.', None)|1|1|292|55|25|0.0034129692832764505|0.017857142857142856|0.038461538461538464|
('tránsito', 'intestinal', 'post-hartmann')|1|1|292|4|5|0.0034129692832764505|0.2|0.16666666666666666|
('cirugía', 'electiva')|3|3|290|106|20|0.010238907849829351|0.027522935779816515|0.047619047619047616|
colorectal|2|2|291|107|15|0.006825938566552901|0.01834862385321101|0.0625|
('la', 'enfermedad', 'hemorroidal')|1|1|292|23|9|0.0034129692832764505|0.041666666666666664|0.1|
(None, 'intervención', 'para')|1|1|292|12|9|0.0034129692832764505|0.07692307692307693|0.1|
puede|2|2|291|547|46|0.006825938566552901|0.0036429872495446266|0.02127659574468085|
('para', 'la', 'enfermedad')|1|1|292|146|31|0.0034129692832764505|0.006802721088435374|0.03125|
('formación', 'de', 'cirujanos')|1|1|292|3|3|0.0034129692832764505|0.25|0.25|
('la', 'curva', 'de')|1|1|292|104|30|0.0034129692832764505|0.009523809523809525|0.03225806451612903|
('proctologia', 'en', 'los')|1|1|292|1|2|0.0034129692832764505|0.5|0.3333333333333333|
oclusión|1|1|292|405|37|0.0034129692832764505|0.0024630541871921183|0.02631578947368421|
('acreditación', 'y')|2|2|291|4|5|0.006825938566552901|0.3333333333333333|0.16666666666666666|
('su', 'primer', 'factor')|1|1|292|0|1|0.0034129692832764505|1.0|0.5|
('no', 'complicada')|2|2|291|106|23|0.006825938566552901|0.018518518518518517|0.041666666666666664|
('sociedad', '.', None)|1|1|292|52|19|0.0034129692832764505|0.018867924528301886|0.05|
oral|2|2|291|1895|45|0.006825938566552901|0.0010542962572482868|0.021739130434782608|
('indicacion', 'actual', ',')|1|1|292|3|4|0.0034129692832764505|0.25|0.2|
('mínimamente', 'invasivas')|1|1|292|22|9|0.0034129692832764505|0.043478260869565216|0.1|
(':', 'registro')|1|1|292|89|21|0.0034129692832764505|0.011111111111111112|0.045454545454545456|
('placas', 'absorbibles')|1|1|292|6|4|0.0034129692832764505|0.14285714285714285|0.2|
('endoluminales', '.')|1|1|292|3|4|0.0034129692832764505|0.25|0.2|
v|2|2|291|490|42|0.006825938566552901|0.0040650406504065045|0.023255813953488372|
('de', 'riesgo')|5|5|288|8692|49|0.017064846416382253|0.0005749108888122341|0.02|
nasogástrica|1|1|292|35|14|0.0034129692832764505|0.027777777777777776|0.06666666666666667|
('implantaciones', 'subperiosticas')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
('protocolo', 'diagnóstico')|1|1|292|52|21|0.0034129692832764505|0.018867924528301886|0.045454545454545456|
('tópico', 'puede')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
presión|1|1|292|2168|43|0.0034129692832764505|0.0004610419548178884|0.022727272727272728|
('profilaxis', 'antibiótica', 'en')|2|2|291|109|26|0.006825938566552901|0.018018018018018018|0.037037037037037035|
('fracaso', 'intestinal', '.')|1|1|292|5|5|0.0034129692832764505|0.16666666666666666|0.16666666666666666|
(None, None, 'resultados')|14|14|279|5637|47|0.04778156996587031|0.002477437621659883|0.020833333333333332|
('paciente', '.', None)|1|1|292|340|41|0.0034129692832764505|0.002932551319648094|0.023809523809523808|
(None, 'utility')|1|1|292|5|6|0.0034129692832764505|0.16666666666666666|0.14285714285714285|
('instituto', 'oncológico', 'de')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
('la', 'actitud', 'en')|1|1|292|3|4|0.0034129692832764505|0.25|0.2|
carta|1|1|292|240|41|0.0034129692832764505|0.004149377593360996|0.023809523809523808|
(None, 'la', 'realimentación')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
('alteraciones', 'de')|1|1|292|643|40|0.0034129692832764505|0.0015527950310559005|0.024390243902439025|
('clínicas', 'y', 'su')|1|1|292|5|6|0.0034129692832764505|0.16666666666666666|0.14285714285714285|
('fisiopatología', 'y', 'tratamiento')|1|1|292|52|25|0.0034129692832764505|0.018867924528301886|0.038461538461538464|
('de', 'la', 'autopsia')|1|1|292|39|14|0.0034129692832764505|0.025|0.06666666666666667|
(None, 'terapia', 'hemodinámica')|1|1|292|1|2|0.0034129692832764505|0.5|0.3333333333333333|
realización|1|1|292|417|44|0.0034129692832764505|0.0023923444976076554|0.022222222222222223|
('laparoscópica', 'por', 'puerto')|1|1|292|7|6|0.0034129692832764505|0.125|0.14285714285714285|
('biomecánica', 'de')|1|1|292|16|9|0.0034129692832764505|0.058823529411764705|0.1|
('radical', 'en')|1|1|292|243|20|0.0034129692832764505|0.004098360655737705|0.047619047619047616|
('la', 'fluidoterapia', 'guiada')|1|1|292|1|2|0.0034129692832764505|0.5|0.3333333333333333|
('tratamiento', 'del', 'prolapso')|1|1|292|84|12|0.0034129692832764505|0.011764705882352941|0.07692307692307693|
('tiempo', 'de', 'reconsiderar')|1|1|292|3|4|0.0034129692832764505|0.25|0.2|
('y', 'urgente')|1|1|292|10|8|0.0034129692832764505|0.09090909090909091|0.1111111111111111|
reduce|1|1|292|116|30|0.0034129692832764505|0.008547008547008548|0.03225806451612903|
('y', 'opiniones')|1|1|292|24|13|0.0034129692832764505|0.04|0.07142857142857142|
('presidente', 'de')|1|1|292|32|15|0.0034129692832764505|0.030303030303030304|0.0625|
('la', 'intervención', 'de')|2|2|291|36|18|0.006825938566552901|0.05263157894736842|0.05263157894736842|
('la', 'primera', 'resección')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
mit|1|1|292|7|8|0.0034129692832764505|0.125|0.1111111111111111|
('programa', 'formativo', 'de')|1|1|292|5|4|0.0034129692832764505|0.16666666666666666|0.2|
('hábito', 'defecatorio', 'en')|1|1|292|5|6|0.0034129692832764505|0.16666666666666666|0.14285714285714285|
('proctológicas', 'de')|1|1|292|1|2|0.0034129692832764505|0.5|0.3333333333333333|
('electrónica', 'asistida', 'de')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
(None, None, 'cierre')|1|1|292|158|24|0.0034129692832764505|0.006289308176100629|0.04|
('invasivas', 'en', 'cirugía')|1|1|292|5|5|0.0034129692832764505|0.16666666666666666|0.16666666666666666|
('pediátrica', '.')|4|4|289|1395|46|0.013651877133105802|0.0028591851322373124|0.02127659574468085|
('cadáver', '.')|1|1|292|63|15|0.0034129692832764505|0.015625|0.0625|
('multimodal', 'perioperatoria', 'en')|2|2|291|8|7|0.006825938566552901|0.2|0.125|
estados|1|1|292|697|42|0.0034129692832764505|0.0014326647564469914|0.023255813953488372|
('los', 'médicos', 'residentes')|1|1|292|55|18|0.0034129692832764505|0.017857142857142856|0.05263157894736842|
('al', 'acabar', 'la')|1|1|292|6|7|0.0034129692832764505|0.14285714285714285|0.125|
('ortopedia', 'como', 'especialidad')|1|1|292|3|4|0.0034129692832764505|0.25|0.2|
(None, 'implantación', 'de')|2|2|291|176|33|0.006825938566552901|0.011235955056179775|0.029411764705882353|
(None, 'proteína', 'c')|1|1|292|67|24|0.0034129692832764505|0.014705882352941176|0.04|
('bogotá', ',', 'colombia')|1|1|292|195|29|0.0034129692832764505|0.00510204081632653|0.03333333333333333|
('servicios', 'quirúrgicos')|1|1|292|25|9|0.0034129692832764505|0.038461538461538464|0.1|
laparotomía|2|2|291|122|20|0.006825938566552901|0.016129032258064516|0.047619047619047616|
('urgencias', ':', '¿')|1|1|292|23|11|0.0034129692832764505|0.041666666666666664|0.08333333333333333|
('laparoscópico', '?', None)|1|1|292|8|7|0.0034129692832764505|0.1111111111111111|0.125|
('el', 'paciente', 'de')|1|1|292|59|14|0.0034129692832764505|0.016666666666666666|0.06666666666666667|
(None, 'iii')|1|1|292|445|42|0.0034129692832764505|0.002242152466367713|0.023255813953488372|
(')', 'que')|1|1|292|22|15|0.0034129692832764505|0.043478260869565216|0.0625|
('radial', 'en')|1|1|292|25|13|0.0034129692832764505|0.038461538461538464|0.07142857142857142|
('origen', 'hídrico', '.')|1|1|292|7|5|0.0034129692832764505|0.125|0.16666666666666666|
('estadificación', 'tomográfica', 'preoperatoria')|1|1|292|6|7|0.0034129692832764505|0.14285714285714285|0.125|
vi|2|2|291|272|38|0.006825938566552901|0.0072992700729927005|0.02564102564102564|
obesidad|2|2|291|2356|41|0.006825938566552901|0.0008481764206955047|0.023809523809523808|
('sobre', 'la')|7|7|286|6990|51|0.023890784982935155|0.0010004287551807919|0.019230769230769232|
preoperatorio|1|1|292|361|36|0.0034129692832764505|0.0027624309392265192|0.02702702702702703|
(None, 'fisiopatología')|1|1|292|381|37|0.0034129692832764505|0.002617801047120419|0.02631578947368421|
('tercio', 'medio', 'facial')|1|1|292|13|6|0.0034129692832764505|0.07142857142857142|0.14285714285714285|
('área', 'de', 'conocimiento')|1|1|292|9|6|0.0034129692832764505|0.1|0.14285714285714285|
('una', 'encuesta', 'nacional')|1|1|292|82|29|0.0034129692832764505|0.012048192771084338|0.03333333333333333|
('buscando', 'la', 'calidad')|1|1|292|1|2|0.0034129692832764505|0.5|0.3333333333333333|
a|25|25|268|44202|51|0.08532423208191127|0.0005652655617609153|0.019230769230769232|
('para', 'evaluar', 'los')|1|1|292|31|15|0.0034129692832764505|0.03125|0.0625|
('de', 'vista', 'proctológico')|1|1|292|5|6|0.0034129692832764505|0.16666666666666666|0.14285714285714285|
('nuevo', 'laxante', 'en')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
(None, 'ligaduras')|1|1|292|9|8|0.0034129692832764505|0.1|0.1111111111111111|
intraepitelial|2|2|291|385|20|0.006825938566552901|0.00516795865633075|0.047619047619047616|
('ano', ';')|1|1|292|6|4|0.0034129692832764505|0.14285714285714285|0.2|
(None, None, 'irrigación')|1|1|292|19|8|0.0034129692832764505|0.05|0.1111111111111111|
('estapedectomía', '.', None)|2|2|291|28|8|0.006825938566552901|0.06666666666666667|0.1111111111111111|
(None, 'impresiones')|1|1|292|24|16|0.0034129692832764505|0.04|0.058823529411764705|
('los', 'maxilares')|1|1|292|70|17|0.0034129692832764505|0.014084507042253521|0.05555555555555555|
('enterocutáneas', 'y')|1|1|292|1|2|0.0034129692832764505|0.5|0.3333333333333333|
(None, None, 'recto')|1|1|292|5|6|0.0034129692832764505|0.16666666666666666|0.14285714285714285|
('superior', '.', None)|1|1|292|575|37|0.0034129692832764505|0.001736111111111111|0.02631578947368421|
('crítica', 'de')|1|1|292|249|41|0.0034129692832764505|0.004|0.023809523809523808|
(':', 'justificación', 'de')|1|1|292|3|4|0.0034129692832764505|0.25|0.2|
('incidencia', 'de', 'hernia')|1|1|292|12|7|0.0034129692832764505|0.07692307692307693|0.125|
('cinco', 'años', 'y')|1|1|292|8|7|0.0034129692832764505|0.1111111111111111|0.125|
('preoperatoria', 'con', 'manitol')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
('metronidazol', 'y', 'la')|1|1|292|3|4|0.0034129692832764505|0.25|0.2|
('y', 'del', 'recto')|1|1|292|6|4|0.0034129692832764505|0.14285714285714285|0.2|
hospitalaria|1|1|292|1624|45|0.0034129692832764505|0.0006153846153846154|0.021739130434782608|
('algoritmo', 'de')|1|1|292|61|30|0.0034129692832764505|0.016129032258064516|0.03225806451612903|
('resultados', 'postoperatorios', 'inmediatos')|1|1|292|4|5|0.0034129692832764505|0.2|0.16666666666666666|
('los', 'jóvenes')|1|1|292|74|17|0.0034129692832764505|0.013333333333333334|0.05555555555555555|
(';', 'fundamentos')|1|1|292|6|6|0.0034129692832764505|0.14285714285714285|0.14285714285714285|
